 [2025-11-16 17:42:20] iteration        1/30517578 | consumed samples:           64 | elapsed time per iteration (ms): 111053.3 | throughput per GPU (TFLOP/s/GPU): 119.7 | learning rate: 1.310719E-09 | decoupled learning rate: 3.276798E-09 | global batch size:    64 | lm loss: 1.195438E+01 | loss scale: 1.0 | grad norm: 80.507 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:26:23] iteration      277/30517578 | consumed samples:        17728 | elapsed time per iteration (ms): 33449.2 | throughput per GPU (TFLOP/s/GPU): 397.3 | learning rate: 3.630693E-07 | decoupled learning rate: 9.076731E-07 | global batch size:    64 | lm loss: 1.150381E-02 | loss scale: 1.0 | grad norm: 0.831 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:26:56] iteration      278/30517578 | consumed samples:        17792 | elapsed time per iteration (ms): 33671.8 | throughput per GPU (TFLOP/s/GPU): 394.6 | learning rate: 3.643800E-07 | decoupled learning rate: 9.109499E-07 | global batch size:    64 | lm loss: 1.759621E-02 | loss scale: 1.0 | grad norm: 8.908 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:27:30] iteration      279/30517578 | consumed samples:        17856 | elapsed time per iteration (ms): 33927.1 | throughput per GPU (TFLOP/s/GPU): 391.7 | learning rate: 3.656907E-07 | decoupled learning rate: 9.142267E-07 | global batch size:    64 | lm loss: 1.528029E-02 | loss scale: 1.0 | grad norm: 1.781 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:28:04] iteration      280/30517578 | consumed samples:        17920 | elapsed time per iteration (ms): 33184.5 | throughput per GPU (TFLOP/s/GPU): 400.4 | learning rate: 3.670014E-07 | decoupled learning rate: 9.175035E-07 | global batch size:    64 | lm loss: 1.572977E-02 | loss scale: 1.0 | grad norm: 1.208 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:28:39] iteration      281/30517578 | consumed samples:        17984 | elapsed time per iteration (ms): 35588.4 | throughput per GPU (TFLOP/s/GPU): 373.4 | learning rate: 3.683121E-07 | decoupled learning rate: 9.207803E-07 | global batch size:    64 | lm loss: 1.316319E-02 | loss scale: 1.0 | grad norm: 1.636 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:29:15] iteration      282/30517578 | consumed samples:        18048 | elapsed time per iteration (ms): 35680.4 | throughput per GPU (TFLOP/s/GPU): 372.4 | learning rate: 3.696229E-07 | decoupled learning rate: 9.240571E-07 | global batch size:    64 | lm loss: 1.224528E-02 | loss scale: 1.0 | grad norm: 1.032 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:29:49] iteration      283/30517578 | consumed samples:        18112 | elapsed time per iteration (ms): 34057.0 | throughput per GPU (TFLOP/s/GPU): 390.2 | learning rate: 3.709336E-07 | decoupled learning rate: 9.273339E-07 | global batch size:    64 | lm loss: 1.307024E-02 | loss scale: 1.0 | grad norm: 1.173 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:30:24] iteration      284/30517578 | consumed samples:        18176 | elapsed time per iteration (ms): 34748.9 | throughput per GPU (TFLOP/s/GPU): 382.4 | learning rate: 3.722443E-07 | decoupled learning rate: 9.306107E-07 | global batch size:    64 | lm loss: 1.022545E-02 | loss scale: 1.0 | grad norm: 1.557 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:31:00] iteration      285/30517578 | consumed samples:        18240 | elapsed time per iteration (ms): 36169.9 | throughput per GPU (TFLOP/s/GPU): 367.4 | learning rate: 3.735550E-07 | decoupled learning rate: 9.338875E-07 | global batch size:    64 | lm loss: 9.149855E-03 | loss scale: 1.0 | grad norm: 0.730 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:31:36] iteration      286/30517578 | consumed samples:        18304 | elapsed time per iteration (ms): 35783.8 | throughput per GPU (TFLOP/s/GPU): 371.4 | learning rate: 3.748657E-07 | decoupled learning rate: 9.371643E-07 | global batch size:    64 | lm loss: 1.281362E-02 | loss scale: 1.0 | grad norm: 0.957 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:32:09] iteration      287/30517578 | consumed samples:        18368 | elapsed time per iteration (ms): 33835.1 | throughput per GPU (TFLOP/s/GPU): 392.7 | learning rate: 3.761764E-07 | decoupled learning rate: 9.404411E-07 | global batch size:    64 | lm loss: 1.552490E-02 | loss scale: 1.0 | grad norm: 6.721 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:32:44] iteration      288/30517578 | consumed samples:        18432 | elapsed time per iteration (ms): 34770.9 | throughput per GPU (TFLOP/s/GPU): 382.2 | learning rate: 3.774872E-07 | decoupled learning rate: 9.437179E-07 | global batch size:    64 | lm loss: 1.260371E-02 | loss scale: 1.0 | grad norm: 1.233 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:33:19] iteration      289/30517578 | consumed samples:        18496 | elapsed time per iteration (ms): 34853.3 | throughput per GPU (TFLOP/s/GPU): 381.3 | learning rate: 3.787979E-07 | decoupled learning rate: 9.469947E-07 | global batch size:    64 | lm loss: 1.159999E-02 | loss scale: 1.0 | grad norm: 0.832 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:33:54] iteration      290/30517578 | consumed samples:        18560 | elapsed time per iteration (ms): 34666.1 | throughput per GPU (TFLOP/s/GPU): 383.3 | learning rate: 3.801086E-07 | decoupled learning rate: 9.502715E-07 | global batch size:    64 | lm loss: 1.097846E-02 | loss scale: 1.0 | grad norm: 1.436 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:34:28] iteration      291/30517578 | consumed samples:        18624 | elapsed time per iteration (ms): 34305.1 | throughput per GPU (TFLOP/s/GPU): 387.4 | learning rate: 3.814193E-07 | decoupled learning rate: 9.535483E-07 | global batch size:    64 | lm loss: 1.077570E-02 | loss scale: 1.0 | grad norm: 0.824 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:35:03] iteration      292/30517578 | consumed samples:        18688 | elapsed time per iteration (ms): 34832.9 | throughput per GPU (TFLOP/s/GPU): 381.5 | learning rate: 3.827300E-07 | decoupled learning rate: 9.568251E-07 | global batch size:    64 | lm loss: 1.041208E-02 | loss scale: 1.0 | grad norm: 0.672 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:35:36] iteration      293/30517578 | consumed samples:        18752 | elapsed time per iteration (ms): 33419.0 | throughput per GPU (TFLOP/s/GPU): 397.6 | learning rate: 3.840408E-07 | decoupled learning rate: 9.601019E-07 | global batch size:    64 | lm loss: 1.174656E-02 | loss scale: 1.0 | grad norm: 3.305 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:36:12] iteration      294/30517578 | consumed samples:        18816 | elapsed time per iteration (ms): 35516.6 | throughput per GPU (TFLOP/s/GPU): 374.2 | learning rate: 3.853515E-07 | decoupled learning rate: 9.633787E-07 | global batch size:    64 | lm loss: 9.092140E-03 | loss scale: 1.0 | grad norm: 0.863 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:36:46] iteration      295/30517578 | consumed samples:        18880 | elapsed time per iteration (ms): 34137.8 | throughput per GPU (TFLOP/s/GPU): 389.3 | learning rate: 3.866622E-07 | decoupled learning rate: 9.666555E-07 | global batch size:    64 | lm loss: 1.285579E-02 | loss scale: 1.0 | grad norm: 0.894 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:37:21] iteration      296/30517578 | consumed samples:        18944 | elapsed time per iteration (ms): 34888.5 | throughput per GPU (TFLOP/s/GPU): 380.9 | learning rate: 3.879729E-07 | decoupled learning rate: 9.699323E-07 | global batch size:    64 | lm loss: 9.718589E-03 | loss scale: 1.0 | grad norm: 1.066 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:37:55] iteration      297/30517578 | consumed samples:        19008 | elapsed time per iteration (ms): 34292.0 | throughput per GPU (TFLOP/s/GPU): 387.5 | learning rate: 3.892836E-07 | decoupled learning rate: 9.732091E-07 | global batch size:    64 | lm loss: 8.663055E-03 | loss scale: 1.0 | grad norm: 0.717 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:38:30] iteration      298/30517578 | consumed samples:        19072 | elapsed time per iteration (ms): 35252.8 | throughput per GPU (TFLOP/s/GPU): 377.0 | learning rate: 3.905944E-07 | decoupled learning rate: 9.764859E-07 | global batch size:    64 | lm loss: 9.751678E-03 | loss scale: 1.0 | grad norm: 0.950 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:39:05] iteration      299/30517578 | consumed samples:        19136 | elapsed time per iteration (ms): 34719.1 | throughput per GPU (TFLOP/s/GPU): 382.7 | learning rate: 3.919051E-07 | decoupled learning rate: 9.797627E-07 | global batch size:    64 | lm loss: 1.300561E-02 | loss scale: 1.0 | grad norm: 2.363 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:39:40] iteration      300/30517578 | consumed samples:        19200 | elapsed time per iteration (ms): 34584.0 | throughput per GPU (TFLOP/s/GPU): 384.2 | learning rate: 3.932158E-07 | decoupled learning rate: 9.830395E-07 | global batch size:    64 | lm loss: 1.008283E-02 | loss scale: 1.0 | grad norm: 0.815 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:40:14] iteration      301/30517578 | consumed samples:        19264 | elapsed time per iteration (ms): 34421.1 | throughput per GPU (TFLOP/s/GPU): 386.1 | learning rate: 3.945265E-07 | decoupled learning rate: 9.863163E-07 | global batch size:    64 | lm loss: 8.740660E-03 | loss scale: 1.0 | grad norm: 0.699 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:40:48] iteration      302/30517578 | consumed samples:        19328 | elapsed time per iteration (ms): 34241.6 | throughput per GPU (TFLOP/s/GPU): 388.1 | learning rate: 3.958372E-07 | decoupled learning rate: 9.895931E-07 | global batch size:    64 | lm loss: 1.054506E-02 | loss scale: 1.0 | grad norm: 2.630 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:41:22] iteration      303/30517578 | consumed samples:        19392 | elapsed time per iteration (ms): 34014.3 | throughput per GPU (TFLOP/s/GPU): 390.7 | learning rate: 3.971479E-07 | decoupled learning rate: 9.928699E-07 | global batch size:    64 | lm loss: 1.044744E-02 | loss scale: 1.0 | grad norm: 0.720 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:41:56] iteration      304/30517578 | consumed samples:        19456 | elapsed time per iteration (ms): 33329.9 | throughput per GPU (TFLOP/s/GPU): 398.7 | learning rate: 3.984587E-07 | decoupled learning rate: 9.961467E-07 | global batch size:    64 | lm loss: 9.450854E-03 | loss scale: 1.0 | grad norm: 0.699 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:42:30] iteration      305/30517578 | consumed samples:        19520 | elapsed time per iteration (ms): 34305.1 | throughput per GPU (TFLOP/s/GPU): 387.4 | learning rate: 3.997694E-07 | decoupled learning rate: 9.994235E-07 | global batch size:    64 | lm loss: 9.527077E-03 | loss scale: 1.0 | grad norm: 1.277 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:43:04] iteration      306/30517578 | consumed samples:        19584 | elapsed time per iteration (ms): 34132.1 | throughput per GPU (TFLOP/s/GPU): 389.3 | learning rate: 4.010801E-07 | decoupled learning rate: 1.002700E-06 | global batch size:    64 | lm loss: 8.202898E-03 | loss scale: 1.0 | grad norm: 0.686 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:43:39] iteration      307/30517578 | consumed samples:        19648 | elapsed time per iteration (ms): 34825.4 | throughput per GPU (TFLOP/s/GPU): 381.6 | learning rate: 4.023908E-07 | decoupled learning rate: 1.005977E-06 | global batch size:    64 | lm loss: 9.602588E-03 | loss scale: 1.0 | grad norm: 0.713 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:44:13] iteration      308/30517578 | consumed samples:        19712 | elapsed time per iteration (ms): 34540.4 | throughput per GPU (TFLOP/s/GPU): 384.7 | learning rate: 4.037016E-07 | decoupled learning rate: 1.009254E-06 | global batch size:    64 | lm loss: 9.404561E-03 | loss scale: 1.0 | grad norm: 1.639 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:44:49] iteration      309/30517578 | consumed samples:        19776 | elapsed time per iteration (ms): 35261.7 | throughput per GPU (TFLOP/s/GPU): 376.9 | learning rate: 4.050123E-07 | decoupled learning rate: 1.012531E-06 | global batch size:    64 | lm loss: 1.106371E-02 | loss scale: 1.0 | grad norm: 0.925 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:45:24] iteration      310/30517578 | consumed samples:        19840 | elapsed time per iteration (ms): 35746.8 | throughput per GPU (TFLOP/s/GPU): 371.7 | learning rate: 4.063230E-07 | decoupled learning rate: 1.015807E-06 | global batch size:    64 | lm loss: 8.532207E-03 | loss scale: 1.0 | grad norm: 0.577 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:45:59] iteration      311/30517578 | consumed samples:        19904 | elapsed time per iteration (ms): 34675.6 | throughput per GPU (TFLOP/s/GPU): 383.2 | learning rate: 4.076337E-07 | decoupled learning rate: 1.019084E-06 | global batch size:    64 | lm loss: 9.611372E-03 | loss scale: 1.0 | grad norm: 1.204 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:46:34] iteration      312/30517578 | consumed samples:        19968 | elapsed time per iteration (ms): 35161.0 | throughput per GPU (TFLOP/s/GPU): 377.9 | learning rate: 4.089444E-07 | decoupled learning rate: 1.022361E-06 | global batch size:    64 | lm loss: 8.031901E-03 | loss scale: 1.0 | grad norm: 0.622 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:47:09] iteration      313/30517578 | consumed samples:        20032 | elapsed time per iteration (ms): 34559.3 | throughput per GPU (TFLOP/s/GPU): 384.5 | learning rate: 4.102552E-07 | decoupled learning rate: 1.025638E-06 | global batch size:    64 | lm loss: 1.044179E-02 | loss scale: 1.0 | grad norm: 1.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:47:43] iteration      314/30517578 | consumed samples:        20096 | elapsed time per iteration (ms): 34410.4 | throughput per GPU (TFLOP/s/GPU): 386.2 | learning rate: 4.115659E-07 | decoupled learning rate: 1.028915E-06 | global batch size:    64 | lm loss: 7.252331E-03 | loss scale: 1.0 | grad norm: 0.508 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:48:18] iteration      315/30517578 | consumed samples:        20160 | elapsed time per iteration (ms): 35136.1 | throughput per GPU (TFLOP/s/GPU): 378.2 | learning rate: 4.128766E-07 | decoupled learning rate: 1.032191E-06 | global batch size:    64 | lm loss: 7.977144E-03 | loss scale: 1.0 | grad norm: 0.886 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:48:53] iteration      316/30517578 | consumed samples:        20224 | elapsed time per iteration (ms): 34708.7 | throughput per GPU (TFLOP/s/GPU): 382.9 | learning rate: 4.141873E-07 | decoupled learning rate: 1.035468E-06 | global batch size:    64 | lm loss: 8.883055E-03 | loss scale: 1.0 | grad norm: 0.780 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:49:28] iteration      317/30517578 | consumed samples:        20288 | elapsed time per iteration (ms): 34882.4 | throughput per GPU (TFLOP/s/GPU): 381.0 | learning rate: 4.154980E-07 | decoupled learning rate: 1.038745E-06 | global batch size:    64 | lm loss: 8.806847E-03 | loss scale: 1.0 | grad norm: 0.642 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:50:04] iteration      318/30517578 | consumed samples:        20352 | elapsed time per iteration (ms): 35856.4 | throughput per GPU (TFLOP/s/GPU): 370.6 | learning rate: 4.168087E-07 | decoupled learning rate: 1.042022E-06 | global batch size:    64 | lm loss: 1.710484E-02 | loss scale: 1.0 | grad norm: 9.570 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:50:39] iteration      319/30517578 | consumed samples:        20416 | elapsed time per iteration (ms): 35563.5 | throughput per GPU (TFLOP/s/GPU): 373.7 | learning rate: 4.181195E-07 | decoupled learning rate: 1.045299E-06 | global batch size:    64 | lm loss: 9.472875E-03 | loss scale: 1.0 | grad norm: 0.867 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:51:17] iteration      320/30517578 | consumed samples:        20480 | elapsed time per iteration (ms): 37096.7 | throughput per GPU (TFLOP/s/GPU): 358.2 | learning rate: 4.194302E-07 | decoupled learning rate: 1.048575E-06 | global batch size:    64 | lm loss: 8.164009E-03 | loss scale: 1.0 | grad norm: 0.581 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:51:52] iteration      321/30517578 | consumed samples:        20544 | elapsed time per iteration (ms): 35180.6 | throughput per GPU (TFLOP/s/GPU): 377.7 | learning rate: 4.207409E-07 | decoupled learning rate: 1.051852E-06 | global batch size:    64 | lm loss: 7.928303E-03 | loss scale: 1.0 | grad norm: 1.317 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:52:27] iteration      322/30517578 | consumed samples:        20608 | elapsed time per iteration (ms): 35735.0 | throughput per GPU (TFLOP/s/GPU): 371.9 | learning rate: 4.220516E-07 | decoupled learning rate: 1.055129E-06 | global batch size:    64 | lm loss: 7.828188E-03 | loss scale: 1.0 | grad norm: 0.592 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:53:03] iteration      323/30517578 | consumed samples:        20672 | elapsed time per iteration (ms): 35084.2 | throughput per GPU (TFLOP/s/GPU): 378.8 | learning rate: 4.233623E-07 | decoupled learning rate: 1.058406E-06 | global batch size:    64 | lm loss: 8.046696E-03 | loss scale: 1.0 | grad norm: 0.808 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:53:38] iteration      324/30517578 | consumed samples:        20736 | elapsed time per iteration (ms): 35289.1 | throughput per GPU (TFLOP/s/GPU): 376.6 | learning rate: 4.246731E-07 | decoupled learning rate: 1.061683E-06 | global batch size:    64 | lm loss: 7.544106E-03 | loss scale: 1.0 | grad norm: 0.686 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:54:13] iteration      325/30517578 | consumed samples:        20800 | elapsed time per iteration (ms): 34865.7 | throughput per GPU (TFLOP/s/GPU): 381.1 | learning rate: 4.259838E-07 | decoupled learning rate: 1.064959E-06 | global batch size:    64 | lm loss: 6.845586E-03 | loss scale: 1.0 | grad norm: 0.474 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:54:48] iteration      326/30517578 | consumed samples:        20864 | elapsed time per iteration (ms): 35218.3 | throughput per GPU (TFLOP/s/GPU): 377.3 | learning rate: 4.272945E-07 | decoupled learning rate: 1.068236E-06 | global batch size:    64 | lm loss: 1.012695E-02 | loss scale: 1.0 | grad norm: 2.894 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:55:25] iteration      327/30517578 | consumed samples:        20928 | elapsed time per iteration (ms): 36676.9 | throughput per GPU (TFLOP/s/GPU): 362.3 | learning rate: 4.286052E-07 | decoupled learning rate: 1.071513E-06 | global batch size:    64 | lm loss: 8.757053E-03 | loss scale: 1.0 | grad norm: 0.639 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:56:01] iteration      328/30517578 | consumed samples:        20992 | elapsed time per iteration (ms): 36725.9 | throughput per GPU (TFLOP/s/GPU): 361.8 | learning rate: 4.299159E-07 | decoupled learning rate: 1.074790E-06 | global batch size:    64 | lm loss: 9.829123E-03 | loss scale: 1.0 | grad norm: 0.661 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:56:37] iteration      329/30517578 | consumed samples:        21056 | elapsed time per iteration (ms): 35374.8 | throughput per GPU (TFLOP/s/GPU): 375.7 | learning rate: 4.312267E-07 | decoupled learning rate: 1.078067E-06 | global batch size:    64 | lm loss: 6.488282E-03 | loss scale: 1.0 | grad norm: 0.923 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:57:13] iteration      330/30517578 | consumed samples:        21120 | elapsed time per iteration (ms): 35951.1 | throughput per GPU (TFLOP/s/GPU): 369.6 | learning rate: 4.325374E-07 | decoupled learning rate: 1.081343E-06 | global batch size:    64 | lm loss: 7.037879E-03 | loss scale: 1.0 | grad norm: 0.528 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:57:49] iteration      331/30517578 | consumed samples:        21184 | elapsed time per iteration (ms): 36839.7 | throughput per GPU (TFLOP/s/GPU): 360.7 | learning rate: 4.338481E-07 | decoupled learning rate: 1.084620E-06 | global batch size:    64 | lm loss: 8.787123E-03 | loss scale: 1.0 | grad norm: 0.611 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:58:25] iteration      332/30517578 | consumed samples:        21248 | elapsed time per iteration (ms): 35226.8 | throughput per GPU (TFLOP/s/GPU): 377.2 | learning rate: 4.351588E-07 | decoupled learning rate: 1.087897E-06 | global batch size:    64 | lm loss: 9.888191E-03 | loss scale: 1.0 | grad norm: 3.727 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:59:01] iteration      333/30517578 | consumed samples:        21312 | elapsed time per iteration (ms): 35875.8 | throughput per GPU (TFLOP/s/GPU): 370.4 | learning rate: 4.364695E-07 | decoupled learning rate: 1.091174E-06 | global batch size:    64 | lm loss: 7.212430E-03 | loss scale: 1.0 | grad norm: 0.554 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 20:59:36] iteration      334/30517578 | consumed samples:        21376 | elapsed time per iteration (ms): 35385.5 | throughput per GPU (TFLOP/s/GPU): 375.5 | learning rate: 4.377802E-07 | decoupled learning rate: 1.094451E-06 | global batch size:    64 | lm loss: 8.130136E-03 | loss scale: 1.0 | grad norm: 0.572 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:00:10] iteration      335/30517578 | consumed samples:        21440 | elapsed time per iteration (ms): 34072.8 | throughput per GPU (TFLOP/s/GPU): 390.0 | learning rate: 4.390910E-07 | decoupled learning rate: 1.097727E-06 | global batch size:    64 | lm loss: 7.636071E-03 | loss scale: 1.0 | grad norm: 0.623 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:00:44] iteration      336/30517578 | consumed samples:        21504 | elapsed time per iteration (ms): 34066.0 | throughput per GPU (TFLOP/s/GPU): 390.1 | learning rate: 4.404017E-07 | decoupled learning rate: 1.101004E-06 | global batch size:    64 | lm loss: 7.404719E-03 | loss scale: 1.0 | grad norm: 0.705 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:01:18] iteration      337/30517578 | consumed samples:        21568 | elapsed time per iteration (ms): 34023.7 | throughput per GPU (TFLOP/s/GPU): 390.6 | learning rate: 4.417124E-07 | decoupled learning rate: 1.104281E-06 | global batch size:    64 | lm loss: 8.327013E-03 | loss scale: 1.0 | grad norm: 0.849 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:01:52] iteration      338/30517578 | consumed samples:        21632 | elapsed time per iteration (ms): 34335.0 | throughput per GPU (TFLOP/s/GPU): 387.0 | learning rate: 4.430231E-07 | decoupled learning rate: 1.107558E-06 | global batch size:    64 | lm loss: 7.745637E-03 | loss scale: 1.0 | grad norm: 0.546 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:02:26] iteration      339/30517578 | consumed samples:        21696 | elapsed time per iteration (ms): 33279.1 | throughput per GPU (TFLOP/s/GPU): 399.3 | learning rate: 4.443339E-07 | decoupled learning rate: 1.110835E-06 | global batch size:    64 | lm loss: 1.367591E-02 | loss scale: 1.0 | grad norm: 6.234 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:02:59] iteration      340/30517578 | consumed samples:        21760 | elapsed time per iteration (ms): 33527.5 | throughput per GPU (TFLOP/s/GPU): 396.3 | learning rate: 4.456446E-07 | decoupled learning rate: 1.114111E-06 | global batch size:    64 | lm loss: 8.775380E-03 | loss scale: 1.0 | grad norm: 0.730 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:03:32] iteration      341/30517578 | consumed samples:        21824 | elapsed time per iteration (ms): 33115.8 | throughput per GPU (TFLOP/s/GPU): 401.3 | learning rate: 4.469553E-07 | decoupled learning rate: 1.117388E-06 | global batch size:    64 | lm loss: 7.205021E-03 | loss scale: 1.0 | grad norm: 0.490 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:04:06] iteration      342/30517578 | consumed samples:        21888 | elapsed time per iteration (ms): 33237.5 | throughput per GPU (TFLOP/s/GPU): 399.8 | learning rate: 4.482660E-07 | decoupled learning rate: 1.120665E-06 | global batch size:    64 | lm loss: 8.777533E-03 | loss scale: 1.0 | grad norm: 1.358 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:04:39] iteration      343/30517578 | consumed samples:        21952 | elapsed time per iteration (ms): 33160.4 | throughput per GPU (TFLOP/s/GPU): 400.7 | learning rate: 4.495767E-07 | decoupled learning rate: 1.123942E-06 | global batch size:    64 | lm loss: 6.526843E-03 | loss scale: 1.0 | grad norm: 0.410 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:05:12] iteration      344/30517578 | consumed samples:        22016 | elapsed time per iteration (ms): 33444.7 | throughput per GPU (TFLOP/s/GPU): 397.3 | learning rate: 4.508875E-07 | decoupled learning rate: 1.127219E-06 | global batch size:    64 | lm loss: 6.992325E-03 | loss scale: 1.0 | grad norm: 0.548 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:05:45] iteration      345/30517578 | consumed samples:        22080 | elapsed time per iteration (ms): 33053.9 | throughput per GPU (TFLOP/s/GPU): 402.0 | learning rate: 4.521982E-07 | decoupled learning rate: 1.130495E-06 | global batch size:    64 | lm loss: 7.233327E-03 | loss scale: 1.0 | grad norm: 0.729 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:06:20] iteration      346/30517578 | consumed samples:        22144 | elapsed time per iteration (ms): 34376.7 | throughput per GPU (TFLOP/s/GPU): 386.6 | learning rate: 4.535089E-07 | decoupled learning rate: 1.133772E-06 | global batch size:    64 | lm loss: 7.790113E-03 | loss scale: 1.0 | grad norm: 0.980 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:06:55] iteration      347/30517578 | consumed samples:        22208 | elapsed time per iteration (ms): 34958.0 | throughput per GPU (TFLOP/s/GPU): 380.1 | learning rate: 4.548196E-07 | decoupled learning rate: 1.137049E-06 | global batch size:    64 | lm loss: 8.127502E-03 | loss scale: 1.0 | grad norm: 0.696 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:07:29] iteration      348/30517578 | consumed samples:        22272 | elapsed time per iteration (ms): 34703.8 | throughput per GPU (TFLOP/s/GPU): 382.9 | learning rate: 4.561303E-07 | decoupled learning rate: 1.140326E-06 | global batch size:    64 | lm loss: 6.722410E-03 | loss scale: 1.0 | grad norm: 0.457 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 21:08:05] iteration      349/30517578 | consumed samples:        22336 | elapsed time per iteration (ms): 35383.7 | throughput per GPU (TFLOP/s/GPU): 375.6 | learning rate: 4.574410E-07 | decoupled learning rate: 1.143603E-06 | global batch size:    64 | lm loss: 1.191024E-02 | loss scale: 1.0 | grad norm: 3.847 | number of skipped iterations:   0 | number of nan iterations:   0 |
